Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_yes,plan,primary_genre,segment,segment_label,frequency_band,recommendation_band,is_high_intent,record_count
20~35,Male,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,,Podcast,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",While Traveling,"Playlists, Radio, Others",5,Never,,Story telling,Both,,Ok,1,premium,Pop,,Unsampled,Context-specific,High rating,0,1
60+,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs Both9/ month,Podcast,Melody,Afternoon,Uplifting and motivational,leisure time,"recommendations,Others, Social media",4,Never,Finance related and current affairs,Story telling,Both,Both,Satisfied,1,free,Melody,,Unsampled,Context-specific,High rating,0,1
6~12,Female,More than 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs Both9/month,Music,classical,Night,Sadness or melancholy,"Office hours, Workout session, leisure time","Others, Social media",2,Rarely,,Story telling,Both,Both,Satisfied,0,free,Classical,2.0,Segment 2,Context-specific,Low rating,0,1
12~20,Male,More than 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs Both9/ month,Music,Kpop,Morning,Uplifting and motivational,Workout session,Others,2,Rarely,Comedy,Interview,,Shorter,Ok,1,free,Kpop,2.0,Segment 2,Context-specific,Low rating,0,1
20~35,Male,Less than 6 months,"Computer or laptop, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,"Classical & melody, dance",Night,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, Workout session",recommendations,5,Once a week,Comedy,Interview,unknown Podcasters,Both,Satisfied,0,free,Classical & Melody,2.0,Segment 2,Context-specific,High rating,0,1
12~20,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,4,Rarely,General knowledge ,Conversational,unknown Podcasters,,Satisfied,1,free,Rap,,Unsampled,Context-specific,High rating,0,1
20~35,Others,1 year to 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Music,classical,Night,Sadness or melancholy,Study Hours,"recommendations,Others, Social media",4,Rarely,Finance related and current affairs,,Both,Shorter,Dissatisfied,0,free,Classical,,Unsampled,Context-specific,High rating,0,1
35~60,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"While Traveling, Workout session, leisure time","recommendations, Playlists",5,Once a week,Everything,Story telling,unknown Podcasters,Shorter,Satisfied,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
35~60,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Podcast,Melody,Afternoon,Relaxation and stress relief,While Traveling,"recommendations, Playlists",2,Several times a week,Lifestyle and Health,Conversational,Both,Shorter,Satisfied,0,free,Melody,2.0,Segment 2,Context-specific,Low rating,0,1
60+,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Duo plan- Rs Both9/month,Music,classical,Afternoon,Sadness or melancholy,"While Traveling, leisure time","Radio, Others",3,Never,,,Both,Both,Ok,1,free,Classical,,Unsampled,Context-specific,Neutral rating,0,1
35~60,Male,Less than 6 months,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Podcast,Kpop,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours, Study Hours, While Traveling, leisure time",Playlists,4,Never,Lifestyle and Health,Interview,,Shorter,Satisfied,0,free,Kpop,2.0,Segment 2,Context-specific,High rating,0,1
60+,Female,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),No,,Music,Electronic/Dance,Afternoon,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Others",5,Daily,Everything,Story telling,Both,Both,Ok,0,premium,Electronic/Dance,,Unsampled,Context-specific,High rating,0,1
60+,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,,Music,Rap,Morning,"Relaxation and stress relief, Social gatherings or parties",leisure time,"recommendations, Others",2,Rarely,,Educational,Both,Shorter,Ok,1,free,Rap,1.0,Segment 1,Context-specific,Low rating,0,1
20~35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,,Music,Rap,Afternoon,"Uplifting and motivational, Sadness or melancholy",leisure time,recommendations,5,Rarely,Food and cooking,Story telling,Both,Longer,Ok,1,free,Rap,1.0,Segment 1,Context-specific,High rating,0,1
6~12,Male,6 months to 1 year,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Duo plan- Rs Both9/month,Music,Pop,Morning,Relaxation and stress relief,While Traveling,"Radio, Others",4,Daily,Comedy,Interview,Both,,Satisfied,1,free,Pop,,Unsampled,Context-specific,High rating,0,1
20~35,Male,1 year to 2 years,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy",While Traveling,recommendations,3,Rarely,"Political, informative, topics that interests me",,unknown Podcasters,Shorter,Ok,1,premium,Classical,,Unsampled,Context-specific,Neutral rating,0,1
12~20,Male,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling, leisure time","Playlists, Radio, Others",4,Daily,Informative stuff,,,Longer,Ok,0,free,Rap,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs Both9/ month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, leisure time",recommendations,3,Once a week,"Political, informative, topics that interests me",,,Shorter,Ok,1,premium,Melody,,Unsampled,Context-specific,Neutral rating,0,1
35~60,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,All,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling, Workout session, leisure time",Radio,3,Several times a week,Technology,Interview,Both,,Satisfied,0,free,All,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Student Plan-Rs 59/month,Music,classical,Morning,"Uplifting and motivational, Social gatherings or parties","Study Hours, Workout session, leisure time",recommendations,1,Never,,,Both,Longer,Satisfied,0,free,Classical,,Unsampled,Context-specific,Low rating,0,1
60+,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan-Rs 59/month,Music,trending songs random,Afternoon,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session",Others,3,Daily,Health and Fitness,Conversational,Both,,Ok,0,free,Trending Songs Random,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Rock,Night,"Uplifting and motivational, Social gatherings or parties",Workout session,Radio,1,Rarely,Informative stuff,Story telling,Well known individuals,Shorter,Satisfied,0,premium,Rock,2.0,Segment 2,Context-specific,Low rating,0,1
35~60,Female,More than 2 years,"Computer or laptop, Wearable devices",Free (ad-supported),No,Duo plan- Rs Both9/month,Music,Pop,Night,Relaxation and stress relief,Random ,"recommendations, Playlists, Radio",4,Never,,,Both,Shorter,Ok,0,free,Pop,,Unsampled,Context-specific,High rating,0,1
20~35,Female,6 months to 1 year,"Smartphone, Wearable devices",Premium (paid subscription),No,Student Plan-Rs 59/month,Music,Electronic/Dance,Night,Relaxation and stress relief,"Study Hours, leisure time","recommendations, Others",2,Never,Lifestyle and Health,Educational,Both,Both,Satisfied,0,premium,Electronic/Dance,,Unsampled,Context-specific,Low rating,0,1
6~12,Male,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling, Workout session, leisure time",Others,5,Never,Lifestyle and Health,Interview,Both,Both,Ok,0,free,Classical,,Unsampled,Context-specific,High rating,0,1
20~35,Female,6 months to 1 year,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties",While Traveling,Radio,2,Rarely,Lifestyle and Health,Conversational,Well known individuals,Longer,Satisfied,0,free,Classical,2.0,Segment 2,Context-specific,Low rating,0,1
20~35,Female,More than 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,classical,Afternoon,Uplifting and motivational,leisure time,"recommendations, Radio, Others",3,Never,Sports,Educational,unknown Podcasters,,Satisfied,1,free,Classical,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Female,Less than 6 months,"Smartphone, Computer or laptop",Free (ad-supported),No,Duo plan- Rs Both9/month,Music,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, leisure time","Playlists, Others",3,Rarely,Dance and Relevant cases ,,unknown Podcasters,Longer,Satisfied,0,free,Rap,2.0,Segment 2,Context-specific,Neutral rating,0,1
12~20,Female,6 months to 1 year,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,"recommendations, Radio",2,Never,Comedy,Story telling,Well known individuals,Both,Satisfied,1,free,Melody,,Unsampled,Context-specific,Low rating,0,1
12~20,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),Yes,,Podcast,Rap,Night,Relaxation and stress relief,"Workout session, leisure time",recommendations,4,Rarely,General knowledge ,Story telling,unknown Podcasters,Shorter,Dissatisfied,1,free,Rap,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational",Random ,"Others, Search",4,Rarely,Novels,Conversational,,Both,Ok,1,free,Pop,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Podcast,classical,Night,Uplifting and motivational,leisure time,Playlists,4,Never,Food and cooking,Interview,Well known individuals,,Ok,0,free,Classical,,Unsampled,Context-specific,High rating,0,1
12~20,Male,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,Electronic/Dance,Afternoon,Sadness or melancholy,While Traveling,"recommendations, Others",2,Never,Lifestyle and Health,Conversational,Both,Both,Satisfied,0,free,Electronic/Dance,2.0,Segment 2,Context-specific,Low rating,0,1
35~60,Male,Less than 6 months,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Uplifting and motivational,"Study Hours, leisure time",recommendations,4,Once a week,Lifestyle and Health,Story telling,Both,Both,Satisfied,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
35~60,Male,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,,Podcast,Rap,Night,Uplifting and motivational,While Traveling,recommendations,3,Rarely,Finance related and current affairs,Interview,Both,Both,Satisfied,1,premium,Rap,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Male,Less than 6 months,"Computer or laptop, Wearable devices",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Rap,Night,"Uplifting and motivational, Social gatherings or parties","Study Hours, Workout session, leisure time",recommendations,3,Rarely,General knowledge ,Interview,,Both,Satisfied,0,free,Rap,,Unsampled,Context-specific,Neutral rating,0,1
35~60,Male,6 months to 1 year,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),Yes,Individual Plan- Rs Both9/ month,Music,classical,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, leisure time",Playlists,4,Never,Lifestyle and Health,,Both,,Ok,1,free,Classical,,Unsampled,Context-specific,High rating,0,1
20~35,Female,More than 2 years,"Computer or laptop, Wearable devices",Free (ad-supported),No,,Music,Electronic/Dance,Afternoon,Uplifting and motivational,While Traveling,Playlists,5,Rarely,Comedy,Story telling,,Longer,Satisfied,0,free,Electronic/Dance,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","Others, Friends",3,Several times a week,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,1,free,Melody,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Male,1 year to 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Rock,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time, ",recommendations,5,Rarely,Lifestyle and Health,Interview,,Both,Ok,0,free,Rock,2.0,Segment 2,Context-specific,High rating,0,1
12~20,Female,Less than 6 months,"Computer or laptop, Wearable devices",Premium (paid subscription),No,Individual Plan- Rs Both9/ month,Music,Kpop,Afternoon,Sadness or melancholy,While Traveling,Others,3,Rarely,Health and Fitness,,unknown Podcasters,Both,Ok,0,premium,Kpop,2.0,Segment 2,Context-specific,Neutral rating,0,1
12~20,Female,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),No,,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, leisure time",recommendations,3,Once a week,Comedy,Conversational,,,Ok,0,free,Classical,,Unsampled,Context-specific,Neutral rating,0,1
12~20,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,,Podcast,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",While Traveling,recommendations,1,Rarely,Dance and Relevant cases ,Educational,Well known individuals,Both,Ok,1,premium,Pop,2.0,Segment 2,Context-specific,Low rating,0,1
